AN_Data_corruptBlk_r_00FDN_30C_1to19B_0to120INT_15RT_5WT,16333,15,41956,345
AN_Data_corruptBlk_r_01FDN_30C_1to19B_0to120INT_15RT_5WT,16204,17,41621,343
AN_Data_corruptBlk_r_02FDN_30C_1to19B_0to120INT_15RT_5WT,14486,17,37203,309
AN_Data_corruptBlk_r_03FDN_30C_1to19B_0to120INT_15RT_5WT,15750,17,40503,330
AN_Data_corruptBlk_r_04FDN_30C_1to19B_0to120INT_15RT_5WT,16656,17,42948,332
AN_Data_corruptBlk_r_05FDN_30C_1to19B_0to120INT_15RT_5WT,15166,17,38941,324
AN_Data_corruptBlk_r_10FDN_30C_1to19B_0to120INT_15RT_5WT,16106,17,41589,327
AN_Data_corruptBlk_r_15FDN_30C_1to19B_0to120INT_15RT_5WT,17157,17,44547,346
AN_Data_corruptBlk_r_20FDN_30C_1to19B_0to120INT_15RT_5WT,18569,17,48653,362
AN_Data_corruptBlk_r_25FDN_30C_1to19B_0to120INT_15RT_5WT,17491,17,45844,381
AN_Data_corruptBlk_r_30FDN_30C_1to19B_0to120INT_15RT_5WT,16670,17,43830,385
AN_Data_corruptBlk_r_35FDN_30C_1to19B_0to120INT_15RT_5WT,16818,17,44475,388
AN_Data_corruptBlk_r_40FDN_30C_1to19B_0to120INT_15RT_5WT,15698,17,41464,394
AN_Data_corruptBlk_r_45FDN_30C_1to19B_0to120INT_15RT_5WT,14801,17,39017,382
AN_Data_corruptBlk_r_50FDN_30C_1to19B_0to120INT_15RT_5WT,16391,15,43432,406
AN_Data_corruptMeta_r_00FDN_30C_1to19B_0to120INT_15RT_5WT,16075,15,41197,354
AN_Data_corruptMeta_r_01FDN_30C_1to19B_0to120INT_15RT_5WT,15422,15,39764,329
AN_Data_corruptMeta_r_02FDN_30C_1to19B_0to120INT_15RT_5WT,16194,15,42054,338
AN_Data_corruptMeta_r_03FDN_30C_1to19B_0to120INT_15RT_5WT,15558,15,40475,335
AN_Data_corruptMeta_r_04FDN_30C_1to19B_0to120INT_15RT_5WT,15877,15,41464,330
AN_Data_corruptMeta_r_05FDN_30C_1to19B_0to120INT_15RT_5WT,17299,15,45530,340
AN_Data_corruptMeta_r_10FDN_30C_1to19B_0to120INT_15RT_5WT,16084,15,44517,320
AN_Data_corruptMeta_r_15FDN_30C_1to19B_0to120INT_15RT_5WT,17153,15,52003,333
AN_Data_corruptMeta_r_20FDN_30C_1to19B_0to120INT_15RT_5WT,16831,15,52740,351
AN_Data_corruptMeta_r_25FDN_30C_1to19B_0to120INT_15RT_5WT,15055,15,51843,359
AN_Data_corruptMeta_r_30FDN_30C_1to19B_0to120INT_15RT_5WT,13778,15,51921,377
AN_Data_corruptMeta_r_35FDN_30C_1to19B_0to120INT_15RT_5WT,11357,15,46541,367
AN_Data_corruptMeta_r_40FDN_30C_1to19B_0to120INT_15RT_5WT,9783,15,41655,363
AN_Data_corruptMeta_r_45FDN_30C_1to19B_0to120INT_15RT_5WT,9378,15,41163,398
AN_Data_corruptMeta_r_50FDN_30C_1to19B_0to120INT_15RT_5WT,8602,11,38318,391
AN_Data_cutBlk_r_01FDN_30C_1to19B_0to120INT_15RT_5WT,16217,15,42427,339
AN_Data_cutBlk_r_02FDN_30C_1to19B_0to120INT_15RT_5WT,15761,15,41563,330
AN_Data_cutBlk_r_03FDN_30C_1to19B_0to120INT_15RT_5WT,16279,15,42850,337
AN_Data_cutBlk_r_04FDN_30C_1to19B_0to120INT_15RT_5WT,16001,15,42602,330
AN_Data_cutBlk_r_05FDN_30C_1to19B_0to120INT_15RT_5WT,16430,15,43849,339
AN_Data_cutBlk_r_10FDN_30C_1to19B_0to120INT_15RT_5WT,16415,15,47618,350
AN_Data_cutBlk_r_15FDN_30C_1to19B_0to120INT_15RT_5WT,15845,15,47354,337
AN_Data_cutBlk_r_20FDN_30C_1to19B_0to120INT_15RT_5WT,15268,15,50753,354
AN_Data_cutBlk_r_25FDN_30C_1to19B_0to120INT_15RT_5WT,15800,15,52847,357
AN_Data_cutBlk_r_30FDN_30C_1to19B_0to120INT_15RT_5WT,13452,15,48646,378
AN_Data_cutBlk_r_35FDN_30C_1to19B_0to120INT_15RT_5WT,10658,15,42278,394
AN_Data_cutBlk_r_40FDN_30C_1to19B_0to120INT_15RT_5WT,9949,15,41697,380
AN_Data_cutBlk_r_45FDN_30C_1to19B_0to120INT_15RT_5WT,8535,15,37805,380
AN_Data_cutBlk_r_50FDN_30C_1to19B_0to120INT_15RT_5WT,8294,11,36946,377
AN_Data_cutMeta_r_01FDN_30C_1to19B_0to120INT_15RT_5WT,16654,15,43802,355
AN_Data_cutMeta_r_02FDN_30C_1to19B_0to120INT_15RT_5WT,15607,15,41025,336
AN_Data_cutMeta_r_03FDN_30C_1to19B_0to120INT_15RT_5WT,15890,15,42025,337
AN_Data_cutMeta_r_04FDN_30C_1to19B_0to120INT_15RT_5WT,15712,15,41688,345
AN_Data_cutMeta_r_05FDN_30C_1to19B_0to120INT_15RT_5WT,15997,15,42759,331
AN_Data_cutMeta_r_10FDN_30C_1to19B_0to120INT_15RT_5WT,16858,15,47875,350
AN_Data_cutMeta_r_15FDN_30C_1to19B_0to120INT_15RT_5WT,16100,15,45163,333
AN_Data_cutMeta_r_20FDN_30C_1to19B_0to120INT_15RT_5WT,15141,15,48948,360
AN_Data_cutMeta_r_25FDN_30C_1to19B_0to120INT_15RT_5WT,13465,15,46589,365
AN_Data_cutMeta_r_30FDN_30C_1to19B_0to120INT_15RT_5WT,11057,15,42393,386
AN_Data_cutMeta_r_35FDN_30C_1to19B_0to120INT_15RT_5WT,9164,15,36920,382
AN_Data_cutMeta_r_40FDN_30C_1to19B_0to120INT_15RT_5WT,9811,15,41459,377
AN_Data_cutMeta_r_45FDN_30C_1to19B_0to120INT_15RT_5WT,9031,15,38073,369
AN_Data_cutMeta_r_50FDN_30C_1to19B_0to120INT_15RT_5WT,8376,11,36860,394
AN_Data_lossBlk_r_01FDN_30C_1to19B_0to120INT_15RT_5WT,16057,15,41480,333
AN_Data_lossBlk_r_02FDN_30C_1to19B_0to120INT_15RT_5WT,16462,15,42946,311
AN_Data_lossBlk_r_03FDN_30C_1to19B_0to120INT_15RT_5WT,16591,15,43370,345
AN_Data_lossBlk_r_04FDN_30C_1to19B_0to120INT_15RT_5WT,17037,15,44598,353
AN_Data_lossBlk_r_05FDN_30C_1to19B_0to120INT_15RT_5WT,16250,15,42367,354
AN_Data_lossBlk_r_10FDN_30C_1to19B_0to120INT_15RT_5WT,16463,15,44676,325
AN_Data_lossBlk_r_15FDN_30C_1to19B_0to120INT_15RT_5WT,15286,15,44882,343
AN_Data_lossBlk_r_20FDN_30C_1to19B_0to120INT_15RT_5WT,15366,15,48674,359
AN_Data_lossBlk_r_25FDN_30C_1to19B_0to120INT_15RT_5WT,12320,15,41014,377
AN_Data_lossBlk_r_30FDN_30C_1to19B_0to120INT_15RT_5WT,11561,15,41799,365
AN_Data_lossBlk_r_35FDN_30C_1to19B_0to120INT_15RT_5WT,9529,15,38628,364
AN_Data_lossBlk_r_40FDN_30C_1to19B_0to120INT_15RT_5WT,9147,15,36822,372
AN_Data_lossBlk_r_45FDN_30C_1to19B_0to120INT_15RT_5WT,7361,15,31286,362
AN_Data_lossBlk_r_50FDN_30C_1to19B_0to120INT_15RT_5WT,7124,11,30606,357
AN_Data_lossMeta_r_01FDN_30C_1to19B_0to120INT_15RT_5WT,16499,15,42103,345
AN_Data_lossMeta_r_02FDN_30C_1to19B_0to120INT_15RT_5WT,16012,15,40662,337
AN_Data_lossMeta_r_03FDN_30C_1to19B_0to120INT_15RT_5WT,16014,15,40582,343
AN_Data_lossMeta_r_04FDN_30C_1to19B_0to120INT_15RT_5WT,17419,15,44253,342
AN_Data_lossMeta_r_05FDN_30C_1to19B_0to120INT_15RT_5WT,15645,15,39226,341
AN_Data_lossMeta_r_10FDN_30C_1to19B_0to120INT_15RT_5WT,16748,15,41436,331
AN_Data_lossMeta_r_15FDN_30C_1to19B_0to120INT_15RT_5WT,17430,15,41752,344
AN_Data_lossMeta_r_20FDN_30C_1to19B_0to120INT_15RT_5WT,18383,15,43217,343
AN_Data_lossMeta_r_25FDN_30C_1to19B_0to120INT_15RT_5WT,18923,15,42313,347
AN_Data_lossMeta_r_30FDN_30C_1to19B_0to120INT_15RT_5WT,20123,15,44258,335
AN_Data_lossMeta_r_35FDN_30C_1to19B_0to120INT_15RT_5WT,18255,15,39388,326
AN_Data_lossMeta_r_40FDN_30C_1to19B_0to120INT_15RT_5WT,21313,15,44399,349
AN_Data_lossMeta_r_45FDN_30C_1to19B_0to120INT_15RT_5WT,21549,15,43873,344
AN_Data_lossMeta_r_50FDN_30C_1to19B_0to120INT_15RT_5WT,21898,13,43440,362
AN_Net_disconnectDN_r_01FDN_30xC_1to19B_0to120INT_15RT_5WT,16047,15,41418,337
AN_Net_disconnectDN_r_02FDN_30C_1to19B_0to120INT_15RT_5WT,15157,15,39254,323
AN_Net_disconnectDN_r_03FDN_30C_1to19B_0to120INT_15RT_5WT,15251,15,39712,326
AN_Net_disconnectDN_r_04FDN_30C_1to19B_0to120INT_15RT_5WT,15289,15,39974,324
AN_Net_disconnectDN_r_05FDN_30C_1to19B_0to120INT_15RT_5WT,15535,15,40796,327
AN_Net_disconnectDN_r_10FDN_30C_1to19B_0to120INT_15RT_5WT,14020,15,38262,320
AN_Net_disconnectDN_r_15FDN_30C_1to19B_0to120INT_15RT_5WT,12777,15,37419,299
AN_Net_disconnectDN_r_20FDN_30C_1to19B_0to120INT_15RT_5WT,10725,15,33432,296
AN_Net_disconnectDN_r_25FDN_30C_1to19B_0to120INT_15RT_5WT,7612,15,25982,276
AN_Net_disconnectDN_r_30FDN_30C_1to19B_0to120INT_15RT_5WT,5643,15,21967,266
AN_Net_disconnectDN_r_35FDN_30C_1to19B_0to120INT_15RT_5WT,4633,15,19456,274
AN_Net_disconnectDN_r_40FDN_30C_1to19B_0to120INT_15RT_5WT,3207,15,15885,272
AN_Net_disconnectDN_r_45FDN_30C_1to19B_0to120INT_15RT_5WT,2932,15,15323,275
AN_Net_disconnectDN_r_50FDN_30C_1to19B_0to120INT_15RT_5WT,2630,8,14407,263
AN_Net_disconnectDN_w_01FDN_30C_1to19B_0to600INT_15RT_5WT,4697,17,10472,63
AN_Net_disconnectDN_w_02FDN_30C_1to19B_0to600INT_15RT_5WT,5655,17,12612,77
AN_Net_disconnectDN_w_03FDN_30C_1to19B_0to600INT_15RT_5WT,5461,17,12198,73
AN_Net_disconnectDN_w_04FDN_30C_1to19B_0to600INT_15RT_5WT,6522,17,14635,75
AN_Net_disconnectDN_w_05FDN_30C_1to19B_0to600INT_15RT_5WT,6179,17,13880,71
AN_Net_disconnectDN_w_10FDN_30C_1to19B_0to600INT_15RT_5WT,5617,17,12671,69
AN_Net_disconnectDN_w_15FDN_30C_1to19B_0to600INT_15RT_5WT,4248,17,9588,67
AN_Net_disconnectDN_w_20FDN_30C_1to19B_0to600INT_15RT_5WT,2736,17,6130,69
AN_Net_disconnectDN_w_25FDN_30C_1to19B_0to600INT_15RT_5WT,2184,17,4872,79
AN_Net_disconnectDN_w_30FDN_30C_1to19B_0to600INT_15RT_5WT,1939,17,4307,75
AN_Net_disconnectDN_w_35FDN_30C_1to19B_0to600INT_15RT_5WT,1421,17,3129,64
AN_Net_disconnectDN_w_40FDN_30C_1to19B_0to600INT_15RT_5WT,1732,17,3804,76
AN_Net_disconnectDN_w_45FDN_30C_1to19B_0to600INT_15RT_5WT,1655,17,3629,77
AN_Net_disconnectDN_w_50FDN_30C_1to19B_0to600INT_15RT_5WT,772,10,1596,76
AN_Net_slowDN_r_100ms_01FDN_30C_1to19B_0to120INT_15RT_5WT,13930,15,35841,290
AN_Net_slowDN_r_100ms_02FDN_30C_1to19B_0to120INT_15RT_5WT,14993,15,38484,323
AN_Net_slowDN_r_100ms_03FDN_30C_1to19B_0to120INT_15RT_5WT,14748,15,37860,315
AN_Net_slowDN_r_100ms_04FDN_30C_1to19B_0to120INT_15RT_5WT,14439,15,37140,301
AN_Net_slowDN_r_100ms_05FDN_30C_1to19B_0to120INT_15RT_5WT,14331,15,36900,293
AN_Net_slowDN_r_100ms_10FDN_30C_1to19B_0to120INT_15RT_5WT,13912,15,35825,287
AN_Net_slowDN_r_100ms_15FDN_30C_1to19B_0to120INT_15RT_5WT,12011,15,30858,256
AN_Net_slowDN_r_100ms_20FDN_30C_1to19B_0to120INT_15RT_5WT,11391,15,29279,243
AN_Net_slowDN_r_100ms_25FDN_30C_1to19B_0to120INT_15RT_5WT,10803,15,27767,232
AN_Net_slowDN_r_100ms_30FDN_30C_1to19B_0to120INT_15RT_5WT,10886,15,28070,222
AN_Net_slowDN_r_100ms_35FDN_30C_1to19B_0to120INT_15RT_5WT,9756,15,25072,211
AN_Net_slowDN_r_100ms_40FDN_30C_1to19B_0to120INT_15RT_5WT,9136,15,23491,197
AN_Net_slowDN_r_100ms_45FDN_30C_1to19B_0to120INT_15RT_5WT,9371,15,24227,186
AN_Net_slowDN_r_100ms_50FDN_30C_1to19B_0to120INT_15RT_5WT,8772,15,22585,185
AN_Net_slowDN_w_20ms_01FDN_30C_1to19B_0to600INT_15RT_5WT,5387,15,11981,75
AN_Net_slowDN_w_20ms_02FDN_30C_1to19B_0to600INT_15RT_5WT,5560,15,12403,69
AN_Net_slowDN_w_20ms_03FDN_30C_1to19B_0to600INT_15RT_5WT,5104,15,11343,73
AN_Net_slowDN_w_20ms_04FDN_30C_1to19B_0to600INT_15RT_5WT,4840,15,10806,58
AN_Net_slowDN_w_20ms_05FDN_30C_1to19B_0to600INT_15RT_5WT,5584,15,12418,78
AN_Net_slowDN_w_20ms_10FDN_30C_1to19B_0to600INT_15RT_5WT,4299,15,9534,66
AN_Net_slowDN_w_20ms_15FDN_30C_1to19B_0to600INT_15RT_5WT,4125,15,9185,55
AN_Net_slowDN_w_20ms_20FDN_30C_1to19B_0to600INT_15RT_5WT,5279,15,11774,66
AN_Net_slowDN_w_20ms_25FDN_30C_1to19B_0to600INT_15RT_5WT,4556,15,10148,60
AN_Net_slowDN_w_20ms_30FDN_30C_1to19B_0to600INT_15RT_5WT,4430,15,9860,60
AN_Net_slowDN_w_20ms_35FDN_30C_1to19B_0to600INT_15RT_5WT,3640,15,8103,49
AN_Net_slowDN_w_20ms_40FDN_30C_1to19B_0to600INT_15RT_5WT,3682,15,8199,49
AN_Net_slowDN_w_20ms_45FDN_30C_1to19B_0to600INT_15RT_5WT,3563,15,7927,49
AN_Net_slowDN_w_20ms_50FDN_30C_1to19B_0to600INT_15RT_5WT,3742,15,8345,47
AN_Net_slowHDFS_rpc_0000ms_30C_0to0INT_5RT_1WT,43951,20,58595,9769
AN_Net_slowHDFS_rpc_0100ms_30C_0to0INT_5RT_1WT,27489,20,36651,6109
AN_Net_slowHDFS_rpc_0200ms_30C_0to0INT_5RT_1WT,20043,20,26721,4455
AN_Net_slowHDFS_rpc_0300ms_30C_0to0INT_5RT_1WT,15744,20,20994,3498
AN_Net_slowHDFS_rpc_0400ms_30C_0to0INT_5RT_1WT,12955,20,17270,2880
AN_Net_slowHDFS_rpc_0500ms_30C_0to0INT_5RT_1WT,10985,20,14641,2443
AN_Net_slowHDFS_rpc_0600ms_30C_0to0INT_5RT_1WT,9530,20,12700,2120
AN_Net_slowHDFS_rpc_0700ms_30C_0to0INT_5RT_1WT,8442,20,11250,1878
AN_Net_slowHDFS_rpc_0800ms_30C_0to0INT_5RT_1WT,7564,20,10085,1681
AN_Net_slowHDFS_rpc_0900ms_30C_0to0INT_5RT_1WT,6850,20,9125,1525
AN_Net_slowHDFS_rpc_1000ms_30C_0to0INT_5RT_1WT,6266,20,8350,1394
AN_Net_slowHDFS_r_000ms_30C_1to19B_0to120INT_15RT_5WT,14928,15,38375,312
AN_Net_slowHDFS_r_010ms_30C_1to19B_0to120INT_15RT_5WT,14686,15,37628,323
AN_Net_slowHDFS_r_020ms_30C_1to19B_0to120INT_15RT_5WT,14397,15,36916,314
AN_Net_slowHDFS_r_030ms_30C_1to19B_0to120INT_15RT_5WT,13377,15,34340,288
AN_Net_slowHDFS_r_040ms_30C_1to19B_0to120INT_15RT_5WT,12363,15,31830,257
AN_Net_slowHDFS_r_050ms_30C_1to19B_0to120INT_15RT_5WT,11858,15,30407,261
AN_Net_slowHDFS_r_060ms_30C_1to19B_0to120INT_15RT_5WT,10983,15,28330,226
AN_Net_slowHDFS_r_070ms_30C_1to19B_0to120INT_15RT_5WT,9939,15,25566,212
AN_Net_slowHDFS_r_080ms_30C_1to19B_0to120INT_15RT_5WT,9905,15,25548,203
AN_Net_slowHDFS_r_090ms_30C_1to19B_0to120INT_15RT_5WT,8841,15,22752,188
AN_Net_slowHDFS_r_100ms_30C_1to19B_0to120INT_15RT_5WT,8624,15,22195,183
AN_Net_slowHDFS_w_00ms_30C_1to19B_0to600INT_15RT_5WT,5071,15,11272,72
AN_Net_slowHDFS_w_02ms_30C_1to19B_0to600INT_15RT_5WT,4916,15,10962,62
AN_Net_slowHDFS_w_04ms_30C_1to19B_0to600INT_15RT_5WT,5606,15,12486,74
AN_Net_slowHDFS_w_06ms_30C_1to19B_0to600INT_15RT_5WT,4732,15,10537,63
AN_Net_slowHDFS_w_08ms_30C_1to19B_0to600INT_15RT_5WT,3980,15,8827,61
AN_Net_slowHDFS_w_10ms_30C_1to19B_0to600INT_15RT_5WT,3980,15,8858,54
AN_Net_slowHDFS_w_12ms_30C_1to19B_0to600INT_15RT_5WT,5318,15,11841,71
AN_Net_slowHDFS_w_14ms_30C_1to19B_0to600INT_15RT_5WT,4259,15,9478,58
AN_Net_slowHDFS_w_16ms_30C_1to19B_0to600INT_15RT_5WT,3906,15,8680,56
AN_Net_slowHDFS_w_18ms_30C_1to19B_0to600INT_15RT_5WT,3883,15,8623,57
AN_Net_slowHDFS_w_20ms_30C_1to19B_0to600INT_15RT_5WT,3541,15,7859,53
AN_Proc_killDN_r_00FDN_30C_1to19B_0to120INT_15RT_5WT,15629,15,40747,346
AN_Proc_killDN_r_01FDN_30C_1to19B_0to120INT_15RT_5WT,15673,15,41207,333
AN_Proc_killDN_r_02FDN_30C_1to19B_0to120INT_15RT_5WT,16684,15,43862,364
